"Id","POINT_X","POINT_Y","width_m","date","why","slp_dg_sav","ele_mt_sav","dis_m3_pyr","dis_m3_pmn","dis_m3_pmx","RASTERVALU"
728,-90.15751498,35.56747428,4.28,"10/28/2016"," ",0,68,4.333,1.38,7.6,0.495374292135239
729,-90.05598654,36.1153589,180.05,"7/29/2015","canals",1,75,79.56,27.84,146.871,4129.474609375
730,-89.93785601,36.96413882,23.46,"2/26/2014"," ",13,119,9.031,3.236,17.861,538.0712890625
732,-88.70255293,36.95377341,12.97,"7/29/2015"," ",10,134,7.601,2.615,13.901,426.519226074219
733,-89.12172686,36.57439313,9.95,"11/7/2013"," ",7,104,11.156,3.88,19.879,70.0571517944336
734,-89.37269988,35.26324348,20.46,"3/21/2016"," ",12,127,6.855,2.288,11.684,223.291107177734
735,-89.73908767,35.16601081,1.31,"3/14/2018"," ",12,108,2.728,0.917,4.665,0.084132343530655
737,-90.52225308,37.58732686,17.01,"4/1/2012"," ",57,341,1.951,0.694,4.598,150.251434326172
738,-90.4504058,36.11199193,7.7,"4/4/2013"," ",10,100,2.483,0.782,4.617,50.3220710754395
740,-89.34596583,35.25297873,14.52,"12/11/2012"," ",12,127,6.855,2.288,11.684,207.994476318359
741,-90.50603386,35.06078373,8.84,"10/14/2012"," ",0,59,13.519,4.161,23.976,470.646728515625
742,-90.8283449,37.42477891,40.43,"4/1/2012"," ",56,274,12.952,4.091,31.564,1157.17736816406
743,-90.4021174,37.69909098,52.54,"4/1/2012"," ",32,298,5.563,2.051,12.532,408.700622558594
745,-90.15243836,35.01070283,13.7,"11/14/2012"," ",8,84,5.283,1.674,9.203,197.0908203125
746,-90.88084337,35.94097169,16.64,"4/4/2013"," ",2,78,28.318,8.721,53.892,15.9251480102539
747,-91.18077938,36.57338867,63.64,"3/16/2011"," ",34,193,27.375,6.745,51.585,2099.703125
748,-91.11746133,36.07858399,91.06,"4/4/2013"," ",11,96,248.032,67.447,528.867,19072.7109375
749,-90.7589605,37.0039626,18.57,"5/13/2013"," ",35,220,2.961,0.925,6.544,109.916847229004
750,-91.29298363,36.78173173,52.66,"3/21/2016"," ",48,252,19.454,4.648,34.842,1433.23022460938
752,-89.03470114,35.09759306,8.98,"3/21/2016"," ",17,167,4.618,1.49,7.989,73.0834579467773
753,-89.87141938,35.62602766,1337.82,"8/14/2019"," ",12,73,15084.383,8475.38,27974.059,138.700653076172
754,-89.23515969,36.00020516,30.74,"3/9/2017"," ",9,94,46.085,17.375,80.171,1938.00122070312
755,-89.52452345,36.75386564,31.67,"9/6/2021"," ",1,91,11.266,4.083,20.418,456.995361328125
756,-90.67551036,35.31997311,52.11,"11/11/2020"," ",13,85,30.799,9.482,55.841,983.785095214844
757,-90.6702996,34.71496138,87.76,"11/11/2020"," ",16,78,399.327,132.029,736.279,21135.892578125
758,-91.37831667,35.22403959,172.14,"10/22/2019"," ",5,63,733.406,207.964,1479.078,52660.28515625
759,-91.45565479,35.58477049,12.52,"11/17/2012"," ",17,94,4.06,1.175,7.69,161.351135253906
761,-91.68680363,35.75406895,158.82,"11/15/2020"," ",39,149,400.848,113.941,775.949,28133.810546875
762,-91.42750894,34.7823275,192.59,"11/14/2020"," ",5,61,843.721,243.448,1691.197,60138.4296875
763,-92.293947,35.95272623,12.72,"5/4/2014"," ",56,289,1.771,0.441,3.421,79.8777313232422
764,-92.46343531,36.07562948,18.59,"5/4/2014"," ",75,286,4.616,1.152,8.895,343.270904541016
767,-92.02064414,35.91707621,141.46,"11/16/2012"," ",78,193,385.599,109.57,742.772,27086.73046875
769,-93.29357281,36.05461004,23.17,"4/24/2014"," ",114,502,5.5,1.597,10.674,357.209014892578
770,-93.71070927,36.13253139,27.61,"4/24/2014"," ",40,451,7.7,2.283,13.913,433.929229736328
771,-91.06609861,34.19127103,12.39,"1/6/2013"," ",1,45,5.486,1.705,9.903,323.290802001953
772,-90.50666534,35.36506178,3.74,"4/4/2013"," ",0,63,243.759,83.893,462.492,0.608446419239044
773,-90.00540438,36.32246315,20.23,"11/29/2013"," ",0,79,8.44,2.845,15.627,426.955017089844
774,-90.45316349,36.65716435,15.52,"2/26/2014"," ",11,109,8.189,2.632,17.001,455.079711914062
775,-90.64143525,37.00457845,33.91,"5/13/2013"," ",35,220,2.961,0.925,6.544,215.387268066406
776,-91.95639659,35.51694202,79.48,"11/16/2012"," ",39,184,38.562,9.47,72.702,2979.65454101562
777,-93.58223993,36.14439719,28.13,"4/24/2014"," ",45,449,5.518,1.61,10.164,326.527984619141
778,-93.00003904,36.24051556,19.04,"5/2/2014"," ",33,366,4.531,1.269,9.108,255.490951538086
779,-91.48976887,36.31493078,79.12,"7/11/2013"," ",42,172,31.311,7.504,58.231,2186.39453125
780,-92.85890007,36.79138504,13.54,"6/27/2012"," ",41,339,8.009,2.205,16.175,542.256469726562
782,-91.17513306,37.1354611,61.66,"10/21/2014"," ",63,268,41.476,11.867,96.448,3501.20385742188
783,-95.11486471,35.15883498,11.32,"1/17/2018"," ",22,183,8.073,2.722,11.772,664.089294433594
784,-96.53970727,35.4119472,58.92,"8/24/2021"," ",13,286,34.414,14.952,67.53,37440.78125
786,-97.88000574,35.5475049,25.47,"9/24/2020"," ",4,414,12.939,4.971,29.303,35048.87890625
788,-95.17634326,37.16922005,22.49,"3/29/2015"," ",4,266,6.058,2.678,9.92,566.96875
789,-95.22134142,37.53523353,44.92,"1/22/2015"," ",6,283,92.985,51.81,176.606,11835.2353515625
791,-97.05457359,38.41963279,7.75,"4/8/2014"," ",5,433,1.187,0.586,2.9,189.250991821289
792,-93.89705131,37.11500726,10.71,"1/25/2014"," ",12,378,8.186,2.712,14.38,558.85498046875
793,-94.26050472,35.97179805,11.98,"3/19/2014"," ",36,410,2.177,0.675,3.555,99.587760925293
794,-92.86398776,35.28656354,19.62,"11/12/2012"," ",14,111,8.202,2.163,14.785,722.326843261719
795,-94.66737956,37.13161704,69.02,"9/27/2011"," ",10,278,49.825,18.737,79.374,4653.54443359375
796,-94.30154691,35.53912521,23.46,"3/20/2016"," ",56,326,1.269,0.392,2.025,124.876602172852
798,-92.58202603,35.1037119,481.2,"9/30/2015"," ",16,102,1202.544,527.7,2014.343,400548.53125
799,-93.84944027,35.66002585,10.68,"10/13/2015"," ",79,340,8.508,2.424,14.751,703.235534667969
800,-91.19178996,33.95412654,273.67,"10/30/2016"," ",8,48,1316.605,591.809,2159.821,413332.125
801,-91.86773152,34.26121876,62.11,"6/6/2016"," ",1,63,8.02,2.269,14.241,0.014174235984683
802,-94.36312688,36.143382,31.48,"3/4/2016"," ",31,353,6.607,2.048,10.629,657.918884277344
803,-93.56097905,35.39393759,521.85,"10/13/2015"," ",13,125,1127.239,503.865,1898.71,391728.3125
804,-95.92181224,37.26904433,17.87,"1/22/2015"," ",12,265,14.249,6.535,24.114,1502.66284179688
805,-93.10182246,35.17224953,414.64,"1/29/2016"," ",7,101,1168.257,515.56,1968.472,395606.28125
806,-94.65111874,35.17233799,47.43,"3/20/2016"," ",15,150,47.486,15.774,74.201,4622.423828125
807,-96.54731739,38.37974414,37.79,"8/11/2014"," ",18,408,21.399,10.516,50.008,3532.57836914062
808,-95.18309092,35.47645979,23.06,"3/16/2014"," ",12,180,1.343,0.451,2.003,141.765579223633
809,-95.30337903,37.71886046,14.37,"1/23/2015"," ",8,302,2.811,1.327,4.699,205.98860168457
810,-95.64753254,35.9116065,306.87,"11/10/2020"," ",6,182,278.914,132.604,591.704,193645.421875
811,-95.99027056,37.07584054,13.17,"1/22/2015"," ",20,256,6.732,2.919,11.177,0.006844690535218
812,-95.26625011,34.92378264,13.56,"1/17/2018"," ",46,281,2.125,0.813,3.108,134.587753295898
813,-96.52911552,38.26597315,7.36,"10/12/2019"," ",21,416,4.419,2.292,8.688,449.917541503906
814,-97.62543642,38.26687324,7.4,"4/8/2014"," ",3,471,0.909,0.466,2.434,193.213821411133
815,-96.42649406,37.53791451,7.18,"2/28/2012"," ",21,402,1.415,0.716,2.486,79.6317138671875
816,-96.85865809,37.92584961,16.38,"2/28/2012"," ",7,430,1.292,0.708,2.651,95.5528945922852
817,-96.9597569,35.67981003,25.6,"10/10/2017"," ",15,281,7.933,3.503,12.363,1412.78283691406
818,-96.36458326,35.80341864,9.26,"3/1/2017"," ",16,262,2.71,1.067,4.23,317.519287109375
820,-96.86310343,34.92980975,71.24,"3/11/2018"," ",14,312,35.845,15.829,52.572,66995.234375
821,-95.9131076,35.12931031,25.04,"4/7/2021"," ",20,236,0.989,0.341,1.5,105.677543640137
822,-97.41504012,37.94441217,5.92,"4/4/2018"," ",2,442,1.299,0.703,3.278,250.329818725586
823,-99.35939208,36.01394697,33.1,"6/21/2017"," ",21,636,2.899,0,6.196,60500.125
826,-100.1340784,35.84611799,8.8,"6/29/2020"," ",13,721,1.88,0.401,4.179,58156.046875
827,-98.5662737,37.22459827,14.55,"7/6/2016"," ",14,472,5.372,2.476,18.181,2017.25476074219
828,-98.71939181,35.82139067,6.47,"9/5/2020"," ",15,522,3.197,0,5.479,62126.40625
830,-99.48141017,37.09265204,3.5,"3/28/2014"," ",6,562,0.788,0.222,3.946,331.925323486328
832,-100.9416804,36.68342863,11.94,"4/5/2016"," ",7,826,2.192,0.703,6.988,18561.392578125
834,-91.95798029,34.85903272,16.79,"3/1/2017"," ",4,76,3.866,1.104,6.93,221.783752441406
835,-94.50813976,35.00445397,11.8,"3/20/2016"," ",57,272,1.768,0.548,2.782,108.745819091797
836,-92.78432315,35.14258413,39.88,"1/29/2016"," ",11,106,13.079,3.484,23.558,1393.25463867188
839,-94.09643902,36.50038682,18.38,"3/4/2020"," ",29,425,2.353,0.746,4.052,154.961334228516
840,-94.71986588,37.01396752,103.87,"3/29/2015"," ",12,288,65.921,24.527,105.1,6331.94580078125
841,-104.6014902,38.39986018,15.08,"6/1/2018"," ",15,1550,1.621,0.507,4.508,2307.03271484375
842,-99.46096848,36.56663166,11.04,"4/14/2018"," ",7,618,7.798,2.619,20.481,30821.859375
845,-98.07115181,36.02841419,64.79,"3/9/2014"," ",5,353,10.734,4.53,31.034,34631.59375
846,-98.00159382,36.75424553,2.68,"4/18/2013"," ",1,347,1.368,0.674,3.021,522.853271484375
848,-103.528138,35.46446779,5.03,"11/15/2017"," ",15,1243,0.902,0.265,2.461,5204.98291015625
849,-103.0157542,35.40289706,17.77,"11/15/2017"," ",18,1126,7.604,3.782,11.898,32417.56640625
851,-104.8269966,38.04619611,10.36,"5/8/2012"," ",34,1718,0.197,0.062,0.564,397.704681396484
855,-103.6815828,38.61253151,6.76,"8/17/2019"," ",7,1485,0.129,0.028,0.603,529.61865234375
856,-105.8962423,38.48061325,36.76,"10/5/2019"," ",137,2586,3.336,0,16.705,3782.60083007812
857,-104.45009,36.23370779,10.06,"10/31/2015"," ",49,1767,3.052,1.467,9.137,8721.232421875
858,-102.8468369,38.06034393,6,"6/12/2017"," ",11,1195,0.052,0.011,0.244,499.017639160156
859,-104.0123394,37.18398293,3.11,"5/1/2014"," ",16,1704,0.132,0.034,0.417,388.746368408203
862,-95.61010995,34.86028795,23.71,"7/15/2015"," ",28,228,8.342,2.879,12.497,375.75341796875
863,-96.81807811,35.21402497,21.8,"3/1/2017"," ",14,291,9.769,4.709,14.008,1294.982421875
864,-96.09430113,35.67809599,31.38,"6/10/2014"," ",18,231,33.907,13.027,53.114,5141.11474609375
865,-96.35103277,35.95532421,11.06,"3/30/2019"," ",23,271,2.112,0.825,3.311,189.614395141602
866,-96.62193165,36.41242188,359.57,"3/30/2019"," ",16,272,206.791,103.683,464.291,145913.34375
867,-96.92280719,36.35480617,14.76,"3/30/2019"," ",12,295,5.27,2.599,8.438,1215.51000976562
868,-96.72328982,36.5103129,400.45,"3/30/2019"," ",15,274,196.714,98.959,448.646,143831.78125
870,-95.60833455,37.21046655,14.01,"8/23/2021"," ",9,270,2.179,0.958,3.609,227.886444091797
871,-95.87580417,37.6889742,22.85,"11/5/2014"," ",15,302,16.8,9.058,29.321,1974.80578613281
872,-96.75284814,37.94979084,18.39,"10/12/2019"," ",7,434,1.814,0.972,3.637,154.197250366211
874,-104.2998228,35.60646615,24.59,"10/9/2017"," ",62,1503,2.311,0.338,7.867,15575.0517578125
875,-103.6492263,35.82562722,4.4,"10/31/2015"," ",19,1402,0.363,0.105,0.907,2483.11645507812
876,-104.5416474,36.50719145,2.12,"5/27/2012"," ",18,1858,0.887,0.288,2.379,2437.11181640625
877,-103.3081248,36.96619135,1.97,"6/22/2015"," ",64,1531,0.229,0.061,0.638,2244.01489257812
880,-103.0002734,37.51789648,1.29,"3/19/2016"," ",19,1499,0,0,0.078,615.767395019531
882,-103.1842378,38.05644785,18.18,"3/19/2016"," ",7,1215,3.015,0.691,9.044,8995.3759765625
885,-103.6990099,38.4742109,10.98,"9/17/2014"," ",7,1424,0.26,0.055,1.159,1450.93200683594
886,-97.96202291,36.19464584,10.24,"4/18/2013"," ",6,362,2.905,1.364,5.644,823.908203125
887,-98.52158626,36.59338483,7.61,"3/9/2014"," ",1,418,1.915,0.869,4.871,784.703186035156
888,-97.57670843,36.68292209,20.98,"4/18/2013"," ",2,321,4.137,2.018,8.446,311.445159912109
890,-98.06282485,37.12588962,6.42,"11/30/2013"," ",5,418,2.549,1.288,6.445,392.536437988281
891,-97.86803179,37.34377635,20.26,"11/22/2012"," ",4,425,5.953,3.056,16.192,1274.25451660156
892,-97.69087463,37.55797932,65.42,"2/10/2013"," ",4,415,17.166,9.544,48.88,5055.50927734375
893,-97.90720706,37.83173667,19.15,"6/7/2011"," ",4,463,7.686,4.341,22.8,2543.31860351562
896,-98.44808362,38.49667336,6.08,"6/28/2019"," ",2,545,2.616,1.12,10.087,40.6679267883301
897,-92.414617,31.54152744,11.73,"3/21/2019"," ",13,60,3.717,1.241,6.931,127.458106994629
899,-95.01060009,33.39234098,24.79,"3/17/2019"," ",6,110,51.569,12.077,93.48,3746.01611328125
902,-91.38365352,32.72019127,13.18,"8/26/2015"," ",2,31,32.528,9.901,57.589,85.2056198120117
905,-92.49296051,34.14155499,17.18,"10/31/2020"," ",10,74,42.383,10.283,72.574,0.014194049872458
906,-91.39495975,32.12305739,34.51,"11/24/2012"," ",3,26,38.682,12.082,67.651,1757.55004882812
907,-92.11187283,33.82953062,46,"12/1/2015"," ",9,66,70.024,17.425,120.861,4736.57275390625
908,-91.86493435,31.2095625,12.06,"11/15/2012"," ",5,20,6.499,2.54,11.481,4.72754764556885
909,-91.36454154,33.11103446,62.85,"11/12/2012"," ",4,38,32.58,9.736,58.18,1818.44555664062
910,-91.70483845,32.66900532,107.75,"11/15/2012"," ",2,32,7.197,2.208,13.437,0.036082930862904
913,-92.94557106,33.96336783,63.91,"1/17/2015"," ",9,77,103.983,21.558,188.287,6664.830078125
915,-93.34934654,32.66343048,37,"1/3/2020"," ",11,72,37.495,10.66,72.257,2702.1787109375
917,-94.69257313,34.54880771,27.84,"1/23/2015"," ",70,403,2.903,0.929,4.837,108.51537322998
919,-91.89930316,32.14379462,67.04,"12/10/2018"," ",2,22,37.15,11.464,67.895,1846.35791015625
921,-91.9229068,31.32795129,19.56,"11/30/2019"," ",4,18,12.785,4.737,22.94,24.6578807830811
923,-94.26171247,32.75086984,54.38,"11/10/2011"," ",12,74,65.957,19.996,118.814,3506.92163085938
924,-92.8686276,31.49191289,12.1,"3/21/2019"," ",11,47,24.595,7.666,47.935,0.489695310592651
925,-93.14432819,31.49199863,22.64,"3/24/2016"," ",17,78,5.405,1.567,10.916,362.771026611328
927,-93.99015433,33.82192808,26.94,"11/2/2020"," ",10,102,15.43,4.476,27.828,948.633056640625
928,-94.4713745,33.56496365,11.58,"1/6/2020"," ",6,114,3.343,1.104,5.741,216.463180541992
929,-94.91994304,34.05418045,49.43,"1/23/2015"," ",27,168,11.756,3.417,21.152,865.481750488281
930,-92.6852384,31.41484389,344.15,"3/21/2019"," ",9,39,1037.684,337.939,1610.594,172773.03125
931,-93.11189411,31.83183433,89.51,"4/11/2013"," ",6,42,36.153,10.68,72.491,2771.64306640625
932,-92.67364136,31.50464191,30,"3/21/2019"," ",11,52,13.54,4.355,25.831,691.265014648438
934,-95.36330048,34.56653737,49.95,"1/19/2020"," ",69,296,20.373,9.238,28.916,1887.62097167969
935,-100.7137032,33.85305781,4.12,"4/2/2016"," ",13,741,0.21,0.072,0.436,1174.82202148438
936,-94.49044612,32.63519761,23.38,"9/8/2021"," ",21,100,17.751,5.008,33.471,1578.56799316406
938,-100.2365725,34.27547286,4.04,"12/1/2013"," ",16,529,1.257,0.575,3.137,4131.17578125
939,-99.97200098,34.56758319,6.96,"10/31/2012"," ",9,519,0.923,0,3.571,18726.009765625
940,-97.08850848,33.85290412,42.92,"3/1/2012"," ",14,237,117.136,45.255,160.23,79688.2578125
943,-96.11554228,33.94385096,18.86,"4/18/2012"," ",9,184,12.377,4.344,17.983,1457.57983398438
944,-98.97103752,34.20232961,16.23,"1/5/2013"," ",3,354,27.973,12.613,43.977,0.007091999519616
946,-99.18924537,34.88064132,4.66,"3/4/2012"," ",9,476,0.279,0.128,0.433,158.993743896484
948,-98.36951989,34.5752922,14.23,"10/17/2015"," ",8,358,2.878,1.149,4.273,1254.86901855469
949,-92.00445585,31.5432621,42.92,"12/10/2018"," ",3,18,2.499,0.859,4.566,0.007304880302399
950,-92.00733062,32.14602026,51.17,"5/6/2021"," ",2,20,80.03,24.474,145.011,4781.04052734375
951,-91.96967171,32.75311013,40.69,"5/6/2021"," ",5,35,76.679,21.042,153.394,4094.8740234375
952,-91.29845879,33.35829945,15.68,"5/6/2016"," ",1,38,17.987,5.451,32.15,0.007161218672991
953,-91.48018975,33.41923042,26.6,"11/14/2019"," ",2,43,28.52,7.034,55.607,1408.14892578125
954,-91.73696099,33.97742271,69.63,"11/12/2012"," ",7,69,10.35,2.733,18.976,537.959655761719
955,-92.5310649,34.18958664,20.29,"10/16/2011"," ",13,91,36.414,8.749,62.371,2434.025390625
956,-93.64841047,32.30552749,15,"10/18/2012"," ",8,60,9.979,3.003,19.536,688.3271484375
957,-93.89017125,32.66078447,42,"10/18/2012"," ",9,66,103.763,31.619,175.818,8100.77001953125
958,-93.8654396,33.11492015,54.55,"10/13/2011"," ",12,82,138.18,38.782,249.089,9763.931640625
959,-93.44008164,33.26202566,20.39,"1/20/2014"," ",11,87,7.54,2.031,13.893,520.6669921875
960,-94.29985564,33.60501336,7.67,"6/28/2013"," ",5,103,4.977,1.612,8.556,302.769958496094
961,-94.83241925,33.94682147,30.98,"11/13/2012"," ",12,132,36.6,12.529,61.875,2972.68530273438
962,-93.71669496,34.09843957,19.44,"11/11/2012"," ",34,184,12.11,2.404,25.598,647.312622070312
963,-95.09493349,33.32408038,35.75,"3/17/2019"," ",5,110,20.086,5.444,37.06,1391.84130859375
964,-99.69061364,33.8271645,14,"3/25/2015"," ",8,433,2.019,0.736,5.165,2611.0537109375
966,-95.78059471,33.85233461,228.99,"3/6/2017"," ",6,160,245.476,98.417,354.097,107913.0703125
967,-98.34998725,34.03410378,18.41,"4/9/2021"," ",6,288,10.868,5.188,19.273,8826.7666015625
968,-99.57934532,34.07460333,8.11,"8/9/2019"," ",4,423,3.217,1.349,8.357,9086.3603515625
969,-95.90232841,34.21560061,3.98,"7/15/2015"," ",12,170,28.117,9.454,43.038,0.028363522142172
970,-100.9780446,34.28005848,10.28,"2/7/2016"," ",12,762,0.116,0.067,0.171,2015.70629882812
971,-97.27594959,34.78869198,70.97,"4/13/2019"," ",9,302,25.651,11.713,39.579,13610.0341796875
972,-99.21293324,34.54000226,11.88,"10/11/2017"," ",2,410,0.511,0.233,0.833,56.7277755737305
973,-100.6220084,34.56144151,3.35,"12/1/2013"," ",7,584,1.378,0.084,3.437,16226.3896484375
974,-98.02449425,34.87223017,5.83,"10/30/2012"," ",19,391,1.413,0.597,2.138,330.536102294922
977,-98.09518034,35.08837125,20.19,"10/17/2015"," ",10,364,11.71,5.3,19.034,10511.9111328125
978,-89.88206565,34.80241844,57.23,"8/24/2015"," ",12,92,37.466,12.458,64.248,1199.63195800781
979,-89.93918033,34.61224158,17.62,"2/4/2016"," ",10,105,5.522,1.752,9.629,199.417846679688
980,-89.26774178,34.50522671,5.81,"2/4/2018"," ",17,112,46.728,15.405,83.658,1640.64868164062
981,-89.09852332,34.38376093,17.71,"2/4/2018"," ",6,109,9.316,2.903,17.188,323.033477783203
982,-89.97896052,34.17654133,41.88,"11/10/2017"," ",14,87,44.825,13.748,77.753,1627.45202636719
983,-90.349358,34.07064172,20.33,"11/10/2017"," ",1,46,18.839,5.918,33.552,96.294075012207
984,-90.60110404,33.5167024,28.95,"10/30/2016"," ",1,34,58.097,18.242,104.269,17.2243041992188
985,-90.16804473,33.88577536,26.26,"12/8/2016"," ",1,41,2.908,0.866,5.199,0.007118165958673
987,-91.14564854,32.62195005,1534,"8/26/2015"," ",5,30,18121.658,9565.567,32995.328,2898153.25
988,-90.08874582,33.65864015,7.53,"11/10/2017"," ",16,88,5.54,1.591,10.016,170.623474121094
989,-90.15900444,33.57193546,33.46,"11/10/2017"," ",3,39,141.382,41.831,255.913,170.700836181641
990,-89.38708071,33.47324523,11.27,"3/21/2016"," ",18,139,3.095,0.846,6.069,133.952835083008
991,-90.65611149,33.40750249,69.87,"5/6/2016"," ",1,35,95.706,30.133,171.428,3645.86108398438
992,-89.52858161,33.34907752,7.67,"2/1/2021"," ",16,131,4.809,1.219,9.927,156.961898803711
993,-90.11678181,33.19984043,11.75,"11/22/2015"," ",15,84,6.561,1.835,12.267,188.389953613281
994,-90.55524967,32.90553294,52.07,"11/15/2019"," ",2,32,3.534,1.042,6.292,213.920104980469
996,-90.03420301,32.75930355,41.38,"11/22/2015"," ",10,78,88.819,21.923,180.923,4209.3798828125
997,-90.12254482,32.70016228,36.51,"11/17/2020"," ",10,78,99.898,24.723,202.936,4819.1181640625
998,-90.95089648,32.48259521,81.3,"11/15/2019"," ",4,34,31.318,9.652,55.709,1787.40649414062
999,-91.09452031,32.22310337,99.16,"8/26/2015"," ",8,32,4.658,1.472,8.321,54.057487487793
1000,-90.75960761,32.01972929,32.48,"11/28/2013"," ",16,72,31.42,10.256,57.555,1545.78186035156
1001,-91.12492136,31.7961152,12.7,"1/27/2015"," ",18,75,7.574,2.621,13.717,274.0947265625
1002,-91.49279954,31.3558978,767.03,"12/7/2014"," ",9,27,19306.422,10088.85,35057.242,2947393.5
1004,-91.4992044,30.7337271,1102.02,"11/15/2012"," ",6,14,21484.791,10874.75,38097.453,2952430
1005,-90.25326871,29.9703717,726.57,"10/5/2012"," ",2,4,21803.078,11412.624,38048.32,NA
1006,-107.3121421,48.99166667,10.93,"7/3/2014"," ",38,813,0.306,0,0.542,5277.3828125
1012,-109.5449314,49.18083333,8.74,"9/27/2014"," ",8,924,1.098,0.597,2.881,2093.07250976562
1013,-112.4240008,49.08083333,9.6,"8/8/2012"," ",16,1183,1.724,1.316,2.299,1172.6171875
1017,-110.7498558,49.0873558,11.54,"9/9/2020"," ",42,945,1.148,0.271,2.138,6455.2705078125
1019,-108.2075,49.41725053,11.54,"9/20/2013"," ",22,924,0.468,0,0.637,2754.58129882812
